Copyright 1986-2020 Xilinx, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2020.2 (win64) Build 3064766 Wed Nov 18 09:12:45 MST 2020
| Date         : Wed Sep  8 12:44:26 2021
| Host         : DESKTOP-CQEKB9O running 64-bit major release  (build 9200)
| Command      : report_utilization -hierarchical -file {F:\MRSA\Hardware\MRSA 32 PEs\ALVEO U280\utilization_report.txt}
| Design       : scrypt_32_romix_ip_v1_0
| Device       : xcu280fsvh2892-2L
| Design State : Synthesized
-------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+--------------------------------------------+-----------------------------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                  Instance                  |               Module              | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|             counter                        |                 up_counter_en_406 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_407 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_408 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_16                              |                       romix_new_8 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_16)                          |                       romix_new_8 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_387 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_388 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_388 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_389 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_393 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_394 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_394 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_395 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_396 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_397 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_397 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_398 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_399 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_400 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_401 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_402 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_390 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_391 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_392 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_17                              |                       romix_new_9 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_17)                          |                       romix_new_9 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_371 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_372 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_372 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_373 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_377 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_378 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_378 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_379 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_380 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_381 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_381 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_382 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_383 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_384 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_385 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_386 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_374 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_375 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_376 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_18                              |                      romix_new_10 |       3867 |       3867 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_18)                          |                      romix_new_10 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_355 |         42 |         42 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_356 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_356 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_357 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_361 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_362 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_362 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_363 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_364 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_365 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_365 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_366 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_367 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_368 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_369 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_370 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_358 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_359 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_360 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_19                              |                      romix_new_11 |       3867 |       3867 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_19)                          |                      romix_new_11 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_339 |         42 |         42 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_340 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_340 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_341 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_345 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_346 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_346 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_347 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_348 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_349 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_349 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_350 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_351 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_352 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_353 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_354 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_342 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_343 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_344 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_2                               |                      romix_new_12 |       3867 |       3867 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_2)                           |                      romix_new_12 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_323 |         42 |         42 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_324 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_324 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_325 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_329 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_330 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_330 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_331 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_332 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_333 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_333 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_334 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_335 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_336 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_337 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_338 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_326 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_327 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_328 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_20                              |                      romix_new_13 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_20)                          |                      romix_new_13 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_307 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_308 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_308 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_309 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_313 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_314 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_314 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_315 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_316 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_317 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_317 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_318 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_319 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_320 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_321 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_322 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_310 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_311 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_312 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_21                              |                      romix_new_14 |       3867 |       3867 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_21)                          |                      romix_new_14 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_291 |         42 |         42 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_292 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_292 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_293 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_297 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_298 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_298 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_299 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_300 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_301 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_301 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_302 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_303 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_304 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_305 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_306 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_294 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_295 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_296 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_22                              |                      romix_new_15 |       3867 |       3867 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_22)                          |                      romix_new_15 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_275 |         42 |         42 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_276 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_276 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_277 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_281 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_282 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_282 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_283 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_284 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_285 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_285 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_286 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_287 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_288 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_289 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_290 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_278 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_279 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_280 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_23                              |                      romix_new_16 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_23)                          |                      romix_new_16 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_259 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_260 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_260 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_261 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_265 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_266 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_266 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_267 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_268 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_269 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_269 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_270 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_271 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_272 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_273 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_274 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_262 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_263 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_264 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_24                              |                      romix_new_17 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_24)                          |                      romix_new_17 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_243 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_244 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_244 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_245 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_249 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_250 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                   blockmix_dp_250 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                    salsa_20_8_251 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                 salsa_20_8_ct_252 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                 salsa_20_8_dp_253 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                 salsa_20_8_dp_253 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                   full_qround_254 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |        q_round_for_salsa_20_8_255 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |        q_round_for_salsa_20_8_256 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |        q_round_for_salsa_20_8_257 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |        q_round_for_salsa_20_8_258 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                 up_counter_en_246 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                 bram1024_core_247 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |         mux21__parameterized0_248 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_25                              |                      romix_new_18 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_25)                          |                      romix_new_18 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                  romix_new_ct_227 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                  romix_new_dp_228 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                  romix_new_dp_228 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                 blockmix_dpct_229 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                   blockmix_ct_233 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                   blockmix_dp_234 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
