Copyright 1986-2020 Xilinx, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2020.2 (win64) Build 3064766 Wed Nov 18 09:12:45 MST 2020
| Date         : Wed Sep  8 12:44:26 2021
| Host         : DESKTOP-CQEKB9O running 64-bit major release  (build 9200)
| Command      : report_utilization -hierarchical -file {F:\MRSA\Hardware\MRSA 32 PEs\ALVEO U280\utilization_report.txt}
| Design       : scrypt_32_romix_ip_v1_0
| Device       : xcu280fsvh2892-2L
| Design State : Synthesized
-------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+--------------------------------------------+-----------------------------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                  Instance                  |               Module              | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|             counter                        |                  up_counter_en_70 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                  bram1024_core_71 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |          mux21__parameterized0_72 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_7                               |                      romix_new_29 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_7)                           |                      romix_new_29 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                   romix_new_ct_51 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                   romix_new_dp_52 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                   romix_new_dp_52 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                  blockmix_dpct_53 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                    blockmix_ct_57 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                    blockmix_dp_58 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                    blockmix_dp_58 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                     salsa_20_8_59 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                  salsa_20_8_ct_60 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                  salsa_20_8_dp_61 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                  salsa_20_8_dp_61 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                    full_qround_62 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |         q_round_for_salsa_20_8_63 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |         q_round_for_salsa_20_8_64 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |         q_round_for_salsa_20_8_65 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |         q_round_for_salsa_20_8_66 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                  up_counter_en_54 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                  bram1024_core_55 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |          mux21__parameterized0_56 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_8                               |                      romix_new_30 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_8)                           |                      romix_new_30 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                   romix_new_ct_35 |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                   romix_new_dp_36 |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                   romix_new_dp_36 |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                  blockmix_dpct_37 |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                    blockmix_ct_41 |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                    blockmix_dp_42 |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                    blockmix_dp_42 |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                     salsa_20_8_43 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                  salsa_20_8_ct_44 |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                  salsa_20_8_dp_45 |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                  salsa_20_8_dp_45 |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                    full_qround_46 |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |         q_round_for_salsa_20_8_47 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |         q_round_for_salsa_20_8_48 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |         q_round_for_salsa_20_8_49 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |         q_round_for_salsa_20_8_50 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                  up_counter_en_38 |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                  bram1024_core_39 |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |          mux21__parameterized0_40 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         rm_9                               |                      romix_new_31 |       3866 |       3866 |       0 |    0 |   4657 |     28 |      1 |    0 |          0 |
|           (rm_9)                           |                      romix_new_31 |          4 |          4 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           controller                       |                      romix_new_ct |         41 |         41 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           datapath                         |                      romix_new_dp |       3821 |       3821 |       0 |    0 |   4647 |     28 |      1 |    0 |          0 |
|             (datapath)                     |                      romix_new_dp |          0 |          0 |       0 |    0 |    522 |      0 |      0 |    0 |          0 |
|             blockmix                       |                     blockmix_dpct |       2781 |       2781 |       0 |    0 |   4115 |      0 |      0 |    0 |          0 |
|               controller                   |                       blockmix_ct |          2 |          2 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|               datapath                     |                       blockmix_dp |       2779 |       2779 |       0 |    0 |   4100 |      0 |      0 |    0 |          0 |
|                 (datapath)                 |                       blockmix_dp |       1536 |       1536 |       0 |    0 |   3584 |      0 |      0 |    0 |          0 |
|                 salsa_20_8                 |                        salsa_20_8 |       1243 |       1243 |       0 |    0 |    516 |      0 |      0 |    0 |          0 |
|                   controller               |                     salsa_20_8_ct |         11 |         11 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   datapath                 |                     salsa_20_8_dp |       1232 |       1232 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     (datapath)             |                     salsa_20_8_dp |          0 |          0 |       0 |    0 |    512 |      0 |      0 |    0 |          0 |
|                     full_qround_1          |                       full_qround |       1232 |       1232 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_1            |            q_round_for_salsa_20_8 |        323 |        323 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_2            |         q_round_for_salsa_20_8_32 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_3            |         q_round_for_salsa_20_8_33 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                       q_round_4            |         q_round_for_salsa_20_8_34 |        303 |        303 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             counter                        |                     up_counter_en |         16 |         16 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             memory                         |                     bram1024_core |          0 |          0 |       0 |    0 |      0 |     28 |      1 |    0 |          0 |
|             mux_1                          |             mux21__parameterized0 |       1024 |       1024 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         second_counter_ip                  |              up_counter_for_romix |          3 |          3 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
+--------------------------------------------+-----------------------------------+------------+------------+---------+------+--------+--------+--------+------+------------+


